Time,Encoder1,Encoder2
28-01-2025 09:46:21.300,15.00478,17.98896
28-01-2025 09:46:21.310,15.00478,17.98896
28-01-2025 09:46:21.319,15.00478,17.98896
28-01-2025 09:46:21.326,15.00478,17.98896
28-01-2025 09:46:21.331,15.00478,17.98896
28-01-2025 09:46:21.339,15.00478,17.98896
28-01-2025 09:46:21.345,15.00478,17.98896
28-01-2025 09:46:21.351,15.00478,17.98896
28-01-2025 09:46:21.358,15.00478,17.98896
28-01-2025 09:46:21.364,15.00478,17.98896
28-01-2025 09:46:21.371,15.00478,17.98896
28-01-2025 09:46:21.378,15.00478,17.98896
28-01-2025 09:46:21.385,15.00478,17.98896
28-01-2025 09:46:21.390,15.00478,17.98896
28-01-2025 09:46:21.396,15.00478,17.98896
28-01-2025 09:46:21.404,15.00478,17.98896
28-01-2025 09:46:21.419,15.00478,17.98896
28-01-2025 09:46:21.424,15.00478,17.98896
28-01-2025 09:46:21.431,15.00478,17.98896
28-01-2025 09:46:21.438,15.00478,17.98896
28-01-2025 09:46:21.443,15.00478,17.98896
28-01-2025 09:46:21.449,15.00478,17.98896
28-01-2025 09:46:21.455,15.00478,17.98896
28-01-2025 09:46:21.464,15.00478,17.98896
28-01-2025 09:46:21.470,15.00478,17.98896
28-01-2025 09:46:21.475,15.00478,17.98896
28-01-2025 09:46:21.482,15.00478,17.98896
28-01-2025 09:46:21.487,15.00478,17.98896
28-01-2025 09:46:21.494,15.00478,17.98896
28-01-2025 09:46:21.502,15.00478,17.98896
28-01-2025 09:46:21.507,15.00478,17.98896
28-01-2025 09:46:21.512,15.00478,17.98896
28-01-2025 09:46:21.517,15.00478,17.98896
28-01-2025 09:46:21.526,15.00478,17.98896
28-01-2025 09:46:21.531,15.00478,17.98896
28-01-2025 09:46:21.537,15.00478,17.98896
28-01-2025 09:46:21.545,15.00478,17.98896
28-01-2025 09:46:21.550,15.00478,17.98896
28-01-2025 09:46:21.556,15.00478,17.98896
28-01-2025 09:46:21.565,15.00478,17.98896
28-01-2025 09:46:21.569,15.00478,17.98896
28-01-2025 09:46:21.576,15.00478,17.98896
28-01-2025 09:46:21.584,15.00478,17.98896
28-01-2025 09:46:21.588,15.00478,17.98896
28-01-2025 09:46:21.594,15.00478,17.98896
28-01-2025 09:46:21.602,15.00478,17.98896
28-01-2025 09:46:21.608,15.00478,17.98896
28-01-2025 09:46:21.613,15.00478,17.98896
28-01-2025 09:46:21.619,15.00478,17.98896
28-01-2025 09:46:21.626,15.00478,17.98896
28-01-2025 09:46:21.631,15.00478,17.98896
28-01-2025 09:46:21.637,15.00478,17.98896
28-01-2025 09:46:21.644,15.00478,17.98896
28-01-2025 09:46:21.650,15.00478,17.98896
28-01-2025 09:46:21.657,15.00478,17.98896
28-01-2025 09:46:21.665,15.00478,17.98896
28-01-2025 09:46:21.671,15.00478,17.98896
28-01-2025 09:46:21.678,15.00478,17.98896
28-01-2025 09:46:21.694,15.00478,17.98896
28-01-2025 09:46:21.701,15.00478,17.98896
28-01-2025 09:46:21.707,15.00478,17.98896
28-01-2025 09:46:21.714,15.00478,17.98896
28-01-2025 09:46:21.722,15.00478,17.98896
28-01-2025 09:46:21.727,15.00478,17.98896
28-01-2025 09:46:21.732,15.00478,17.98896
28-01-2025 09:46:21.741,15.00478,17.98896
28-01-2025 09:46:21.748,15.00478,17.98896
28-01-2025 09:46:21.755,15.00478,17.98896
28-01-2025 09:46:21.763,15.00478,17.98896
28-01-2025 09:46:21.770,15.00478,17.98896
28-01-2025 09:46:21.776,15.00478,17.98896
28-01-2025 09:46:21.784,15.00478,17.98896
28-01-2025 09:46:21.790,15.00478,17.98896
28-01-2025 09:46:21.794,15.00478,17.98896
28-01-2025 09:46:21.802,15.00478,17.98896
28-01-2025 09:46:21.808,15.00478,17.98896
28-01-2025 09:46:21.814,15.00478,17.98896
28-01-2025 09:46:21.821,15.00478,17.98896
28-01-2025 09:46:21.827,15.00478,17.98896
28-01-2025 09:46:21.833,15.00478,17.98896
28-01-2025 09:46:21.842,15.00478,17.98896
28-01-2025 09:46:21.847,15.00478,17.98896
28-01-2025 09:46:21.853,15.00478,17.98896
28-01-2025 09:46:21.859,15.00478,17.98896
28-01-2025 09:46:21.865,15.00478,17.98896
28-01-2025 09:46:21.873,15.00478,17.98896
28-01-2025 09:46:21.880,15.00478,17.98896
28-01-2025 09:46:21.887,15.00478,17.98896
28-01-2025 09:46:21.893,15.00478,17.98896
28-01-2025 09:46:21.902,15.00478,17.98896
28-01-2025 09:46:21.907,15.00478,17.98896
28-01-2025 09:46:21.914,15.00478,17.98896
28-01-2025 09:46:21.919,15.00478,17.98896
28-01-2025 09:46:21.926,15.00478,17.98896
