Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-08-12 16:01:36.955,0,0,0,0,0
2024-08-12 16:01:36.958,0,-2.184,0,0,0
2024-08-12 16:01:36.963,0,-2.184,0,0,0
2024-08-12 16:01:36.964,0,-2.184,0,0,0
2024-08-12 16:01:36.965,0,-2.184,0,0,0
2024-08-12 16:01:36.967,0,-2.184,0,0,3
2024-08-12 16:01:36.967,0,-2.184,0,0,1
2024-08-12 16:01:36.994,0,0,0,-1.55,3
2024-08-12 16:01:36.995,0,0,0,-1.55,1
2024-08-12 16:01:37.006,0,0,0,-1.55,3
2024-08-12 16:01:37.006,0,0,0,-1.55,1
2024-08-12 16:01:37.015,0,0,0,-1.55,3
2024-08-12 16:01:37.016,0,0,0,-1.55,1
2024-08-12 16:01:37.022,0,0,0,-1.55,3
2024-08-12 16:01:37.024,0,0,0,-1.55,1
2024-08-12 16:01:37.029,-3.615269,0.2244247,0,-1.55,0
2024-08-12 16:01:37.031,-3.615269,0.2244247,0,-1.55,3
2024-08-12 16:01:37.032,-3.615269,0.2244247,0,-1.55,1
2024-08-12 16:01:37.039,0,0,0,-1.15,3
2024-08-12 16:01:37.039,0,0,0,-1.15,1
2024-08-12 16:01:37.045,0,0,0,-1.15,3
2024-08-12 16:01:37.047,0,0,0,-1.15,1
2024-08-12 16:01:37.053,0,0,0,-1.15,3
2024-08-12 16:01:37.054,0,0,0,-1.15,1
2024-08-12 16:01:37.061,0,0,0,-1.15,3
2024-08-12 16:01:37.063,0,0,0,-1.15,1
2024-08-12 16:01:37.070,0,0,0,-1.15,3
2024-08-12 16:01:37.071,0,0,0,-1.15,1
2024-08-12 16:01:37.076,0,0,0,-1.15,3
2024-08-12 16:01:37.079,0,0,0,-1.15,1
2024-08-12 16:01:37.083,0,0,0,-1.15,3
2024-08-12 16:01:37.085,0,0,0,-1.15,1
2024-08-12 16:01:37.091,0,0,0,-1.15,3
2024-08-12 16:01:37.092,0,0,0,-1.15,1
2024-08-12 16:01:37.097,-3.615269,0.2244247,0,-1.15,0
2024-08-12 16:01:37.099,-3.615269,0.2244247,0,-1.15,3
2024-08-12 16:01:37.100,-3.615269,0.2244247,0,-1.15,1
2024-08-12 16:01:37.106,0,0,0,-0.75,3
2024-08-12 16:01:37.107,0,0,0,-0.75,1
2024-08-12 16:01:37.115,0,0,0,-0.75,3
2024-08-12 16:01:37.116,0,0,0,-0.75,1
2024-08-12 16:01:37.121,0,0,0,-0.75,3
2024-08-12 16:01:37.122,0,0,0,-0.75,1
