Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2025-02-07 10:04:12.832,0,0,0,0,0
2025-02-07 10:04:12.833,0,0,0,0,3
2025-02-07 10:04:12.834,0,0,0,0,1
2025-02-07 10:04:12.835,0,0,7.28,-7.84,0
2025-02-07 10:04:12.855,0,0,7.28,-7.84,3
2025-02-07 10:04:12.856,0,0,7.28,-7.84,1
2025-02-07 10:04:12.857,0,0,0,-2.75,0
2025-02-07 10:04:12.870,0,0,0,-2.75,3
2025-02-07 10:04:12.871,0,0,0,-2.75,1
2025-02-07 10:04:12.872,0,0,0,-2.35,0
2025-02-07 10:04:12.880,0,0,0,-2.35,3
2025-02-07 10:04:12.881,0,0,0,-2.35,1
2025-02-07 10:04:12.882,0,0,0,-2.35,0
2025-02-07 10:04:12.887,0,0,0,-2.35,3
2025-02-07 10:04:12.888,0,0,0,-2.35,1
2025-02-07 10:04:12.889,0,0,0,-2.35,0
2025-02-07 10:04:12.893,0,0,0,-2.35,3
2025-02-07 10:04:12.893,0,0,0,-2.35,1
2025-02-07 10:04:12.898,0,0,0,-1.95,0
2025-02-07 10:04:12.904,0,0,0,-1.95,3
2025-02-07 10:04:12.905,0,0,0,-1.95,1
2025-02-07 10:04:12.906,0,0,0,-1.95,0
2025-02-07 10:04:12.912,0,0,0,-1.95,3
2025-02-07 10:04:12.913,0,0,0,-1.95,1
2025-02-07 10:04:12.914,0,0,0,-1.95,0
2025-02-07 10:04:12.918,0,0,0,-1.95,3
2025-02-07 10:04:12.919,0,0,0,-1.95,1
2025-02-07 10:04:12.920,0,0,0,-1.95,0
2025-02-07 10:04:12.925,0,0,0,-1.95,3
2025-02-07 10:04:12.926,0,0,0,-1.95,1
2025-02-07 10:04:12.928,0,0,0,-1.55,0
2025-02-07 10:04:12.932,0,0,0,-1.55,3
2025-02-07 10:04:12.934,0,0,0,-1.55,1
2025-02-07 10:04:12.935,0,0,0,-1.55,0
2025-02-07 10:04:12.941,0,0,0,-1.55,3
2025-02-07 10:04:12.942,0,0,0,-1.55,1
2025-02-07 10:04:12.944,0,0,0,-1.55,0
2025-02-07 10:04:12.949,0,0,0,-1.55,3
2025-02-07 10:04:12.951,0,0,0,-1.55,1
2025-02-07 10:04:12.952,0,0,0,-1.55,0
2025-02-07 10:04:12.958,0,0,0,-1.55,3
2025-02-07 10:04:12.959,0,0,0,-1.55,1
2025-02-07 10:04:12.961,0,0,0,-1.15,0
2025-02-07 10:04:12.964,0,0,0,-1.15,3
2025-02-07 10:04:12.965,0,0,0,-1.15,1
2025-02-07 10:04:12.967,0,0,0,-1.15,0
2025-02-07 10:04:12.971,0,0,0,-1.15,3
2025-02-07 10:04:12.971,0,0,0,-1.15,1
2025-02-07 10:04:12.973,0,0,0,-1.15,0
2025-02-07 10:04:12.978,0,0,0,-1.15,3
2025-02-07 10:04:12.978,0,0,0,-1.15,1
2025-02-07 10:04:12.979,0,0,0,-1.15,0
2025-02-07 10:04:12.984,0,0,0,-1.15,3
2025-02-07 10:04:12.985,0,0,0,-1.15,1
2025-02-07 10:04:12.985,0,0,0,-1.15,0
2025-02-07 10:04:12.992,0,0,0,-1.15,3
2025-02-07 10:04:12.993,0,0,0,-1.15,1
2025-02-07 10:04:12.994,0,0,0,-0.75,0
2025-02-07 10:04:12.999,0,0,0,-0.75,3
2025-02-07 10:04:13.000,0,0,0,-0.75,1
2025-02-07 10:04:13.001,0,0,0,-0.75,0
2025-02-07 10:04:13.006,0,0,0,-0.75,3
2025-02-07 10:04:13.007,0,0,0,-0.75,1
2025-02-07 10:04:13.008,0,0,0,-0.75,0
2025-02-07 10:04:13.013,0,0,0,-0.75,3
2025-02-07 10:04:13.015,0,0,0,-0.75,1
