Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2025-01-31 11:33:42.431,0,0,0,0,0
2025-01-31 11:33:42.433,0,0,0,0,3
2025-01-31 11:33:42.433,0,0,0,0,1
2025-01-31 11:33:42.453,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.454,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.466,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.467,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.472,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.474,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.479,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.480,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.484,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.484,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.491,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.493,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.498,0,0,-12.27,-5.61,0
2025-01-31 11:33:42.505,0,0,-12.27,-5.61,3
2025-01-31 11:33:42.506,0,0,-12.27,-5.61,1
2025-01-31 11:33:42.510,0,0,0,-2.75,3
2025-01-31 11:33:42.513,0,0,0,-2.75,1
2025-01-31 11:33:42.518,0,0,0,-2.75,3
2025-01-31 11:33:42.523,0,0,0,-2.75,1
2025-01-31 11:33:42.526,0,0,0,-2.75,3
2025-01-31 11:33:42.528,0,0,0,-2.75,1
2025-01-31 11:33:42.533,0,0,0,-2.75,3
2025-01-31 11:33:42.534,0,0,0,-2.75,1
2025-01-31 11:33:42.539,0,0,0,-2.75,3
2025-01-31 11:33:42.541,0,0,0,-2.75,1
2025-01-31 11:33:42.545,0,0,0,-2.75,3
2025-01-31 11:33:42.546,0,0,0,-2.75,1
2025-01-31 11:33:42.551,0,0,0,-2.75,3
2025-01-31 11:33:42.551,0,0,0,-2.75,1
2025-01-31 11:33:42.558,0,0,0,-2.75,3
2025-01-31 11:33:42.559,0,0,0,-2.75,1
2025-01-31 11:33:42.562,0,0,0,-2.75,3
2025-01-31 11:33:42.563,0,0,0,-2.75,1
2025-01-31 11:33:42.568,0,0,0,-2.75,3
2025-01-31 11:33:42.570,0,0,0,-2.75,1
2025-01-31 11:33:42.574,0,0,0,-2.75,3
2025-01-31 11:33:42.576,0,0,0,-2.75,1
2025-01-31 11:33:42.579,0,0,0,-2.75,3
2025-01-31 11:33:42.580,0,0,0,-2.75,1
2025-01-31 11:33:42.586,0,0,0,-2.75,3
2025-01-31 11:33:42.587,0,0,0,-2.75,1
2025-01-31 11:33:42.592,0,0,0,-2.75,3
2025-01-31 11:33:42.593,0,0,0,-2.75,1
2025-01-31 11:33:42.598,0,0,0,-2.75,3
2025-01-31 11:33:42.599,0,0,0,-2.75,1
2025-01-31 11:33:42.603,0,0,0,-2.75,3
2025-01-31 11:33:42.604,0,0,0,-2.75,1
2025-01-31 11:33:42.612,0,0,0,-2.75,3
2025-01-31 11:33:42.613,0,0,0,-2.75,1
2025-01-31 11:33:42.620,0,0,0,-2.75,3
2025-01-31 11:33:42.620,0,0,0,-2.75,1
2025-01-31 11:33:42.625,0,0,0,-2.75,3
2025-01-31 11:33:42.626,0,0,0,-2.75,1
2025-01-31 11:33:42.630,0,0,0,-2.75,3
2025-01-31 11:33:42.632,0,0,0,-2.75,1
2025-01-31 11:33:42.635,0,0,0,-2.75,3
2025-01-31 11:33:42.636,0,0,0,-2.75,1
2025-01-31 11:33:42.642,0,0,0,-2.75,3
2025-01-31 11:33:42.643,0,0,0,-2.75,1
2025-01-31 11:33:42.647,0,0,0,-2.75,3
2025-01-31 11:33:42.649,0,0,0,-2.75,1
2025-01-31 11:33:42.654,0,0,0,-2.75,3
2025-01-31 11:33:42.656,0,0,0,-2.75,1
2025-01-31 11:33:42.664,0,0,0,-2.75,3
2025-01-31 11:33:42.665,0,0,0,-2.75,1
2025-01-31 11:33:42.668,0,0,0,-2.75,3
2025-01-31 11:33:42.669,0,0,0,-2.75,1
2025-01-31 11:33:42.674,0,0,0,-2.75,3
2025-01-31 11:33:42.675,0,0,0,-2.75,1
2025-01-31 11:33:42.680,0,0,0,-2.75,3
2025-01-31 11:33:42.681,0,0,0,-2.75,1
2025-01-31 11:33:42.686,0,0,0,-2.75,3
2025-01-31 11:33:42.688,0,0,0,-2.75,1
2025-01-31 11:33:42.693,0,0,0,-2.75,3
2025-01-31 11:33:42.695,0,0,0,-2.75,1
2025-01-31 11:33:42.699,0,0,0,-2.75,0
2025-01-31 11:33:42.701,0,0,0,-2.75,3
2025-01-31 11:33:42.702,0,0,0,-2.75,1
2025-01-31 11:33:42.706,0,0,0,-2.35,3
2025-01-31 11:33:42.707,0,0,0,-2.35,1
2025-01-31 11:33:42.712,0,0,0,-2.35,3
2025-01-31 11:33:42.713,0,0,0,-2.35,1
