Time,Encoder1,Encoder2
03-02-2025 12:47:27.777,13.34712,33.84063
03-02-2025 12:47:27.809,13.34712,33.84063
03-02-2025 12:47:27.825,13.34712,33.84063
03-02-2025 12:47:27.835,13.34712,33.84063
03-02-2025 12:47:27.840,13.34712,33.84063
03-02-2025 12:47:27.848,13.34712,33.84063
03-02-2025 12:47:27.853,13.34712,33.84063
03-02-2025 12:47:27.861,13.34712,33.84063
03-02-2025 12:47:27.869,13.34712,33.84063
03-02-2025 12:47:27.873,13.34712,33.84063
03-02-2025 12:47:27.881,13.34712,33.84063
03-02-2025 12:47:27.890,13.34712,33.84063
03-02-2025 12:47:27.899,13.34712,33.84063
03-02-2025 12:47:27.904,13.34712,33.84063
03-02-2025 12:47:27.909,13.34712,33.84063
03-02-2025 12:47:27.916,13.34712,33.84063
03-02-2025 12:47:27.934,13.34712,33.84063
03-02-2025 12:47:27.938,13.34712,33.84063
03-02-2025 12:47:27.944,13.34712,33.84063
03-02-2025 12:47:27.949,13.34712,33.84063
03-02-2025 12:47:27.954,13.34712,33.84063
03-02-2025 12:47:27.961,13.34712,33.84063
03-02-2025 12:47:27.967,13.34712,33.84063
03-02-2025 12:47:27.973,13.34712,33.84063
03-02-2025 12:47:27.979,13.34712,33.84063
03-02-2025 12:47:27.986,13.34712,33.84063
03-02-2025 12:47:27.994,13.34712,33.84063
03-02-2025 12:47:27.998,13.34712,33.84063
03-02-2025 12:47:28.004,13.34712,33.84063
03-02-2025 12:47:28.009,13.34712,33.84063
03-02-2025 12:47:28.015,13.34712,33.84063
03-02-2025 12:47:28.022,13.34712,33.84063
03-02-2025 12:47:28.031,13.34712,33.84063
03-02-2025 12:47:28.036,13.34712,33.84063
03-02-2025 12:47:28.044,13.34712,33.84063
03-02-2025 12:47:28.051,13.34712,33.84063
03-02-2025 12:47:28.056,13.34712,33.84063
03-02-2025 12:47:28.062,13.34712,33.84063
03-02-2025 12:47:28.069,13.34712,33.84063
03-02-2025 12:47:28.077,13.34712,33.84063
03-02-2025 12:47:28.082,13.34712,33.84063
03-02-2025 12:47:28.092,13.34712,33.84063
03-02-2025 12:47:28.100,13.34712,33.84063
03-02-2025 12:47:28.107,13.34712,33.84063
03-02-2025 12:47:28.115,13.34712,33.84063
