Time,Encoder1,Encoder2
13-01-2025 13:15:25.496,0,0
13-01-2025 13:15:25.504,0,0
13-01-2025 13:15:25.509,0,0
13-01-2025 13:15:25.509,0,0
13-01-2025 13:15:25.537,0,0
13-01-2025 13:15:25.537,0,0
13-01-2025 13:15:25.552,0,0
13-01-2025 13:15:25.552,0,0
13-01-2025 13:15:25.569,0,0
13-01-2025 13:15:25.569,0,0
13-01-2025 13:15:25.585,0,0
13-01-2025 13:15:25.586,0,0
13-01-2025 13:15:25.602,0,0
13-01-2025 13:15:25.602,0,0
13-01-2025 13:15:25.618,0,0
13-01-2025 13:15:25.618,0,0
13-01-2025 13:15:25.634,0,0
13-01-2025 13:15:25.634,0,0
13-01-2025 13:15:25.652,0,0
13-01-2025 13:15:25.652,0,0
13-01-2025 13:15:25.667,0,0
13-01-2025 13:15:25.668,0,0
13-01-2025 13:15:25.685,0,0
13-01-2025 13:15:25.685,0,0
13-01-2025 13:15:25.701,0,0
13-01-2025 13:15:25.701,0,0
13-01-2025 13:15:25.718,0,0
13-01-2025 13:15:25.718,0,0
13-01-2025 13:15:25.735,0,0
13-01-2025 13:15:25.735,0,0
13-01-2025 13:15:25.751,0,0
13-01-2025 13:15:25.751,0,0
13-01-2025 13:15:25.767,0,0
13-01-2025 13:15:25.769,0,0
13-01-2025 13:15:25.784,0,0
13-01-2025 13:15:25.784,0,0
13-01-2025 13:15:25.802,0,0
13-01-2025 13:15:25.803,0,0
13-01-2025 13:15:25.818,0,0
13-01-2025 13:15:25.818,0,0
13-01-2025 13:15:25.834,0,0
13-01-2025 13:15:25.834,0,0
13-01-2025 13:15:25.850,0,0
13-01-2025 13:15:25.851,0,0
13-01-2025 13:15:25.868,0,0
13-01-2025 13:15:25.868,0,0
13-01-2025 13:15:25.884,0,0
13-01-2025 13:15:25.884,0,0
13-01-2025 13:15:25.901,0,0
13-01-2025 13:15:25.901,0,0
13-01-2025 13:15:25.918,0,0
13-01-2025 13:15:25.918,0,0
13-01-2025 13:15:25.934,0,0
13-01-2025 13:15:25.934,0,0
13-01-2025 13:15:25.951,0,0
13-01-2025 13:15:25.951,0,0
13-01-2025 13:15:25.967,0,0
13-01-2025 13:15:25.967,0,0
13-01-2025 13:15:25.984,0,0
13-01-2025 13:15:25.985,0,0
13-01-2025 13:15:26.000,0,0
13-01-2025 13:15:26.001,0,0
13-01-2025 13:15:26.017,0,0
13-01-2025 13:15:26.017,0,0
13-01-2025 13:15:26.034,0,0
13-01-2025 13:15:26.034,0,0
13-01-2025 13:15:26.050,0,0
13-01-2025 13:15:26.051,0,0
13-01-2025 13:15:26.067,0,0
13-01-2025 13:15:26.067,0,0
13-01-2025 13:15:26.084,0,0
13-01-2025 13:15:26.084,0,0
13-01-2025 13:15:26.100,0,0
13-01-2025 13:15:26.101,0,0
13-01-2025 13:15:26.118,0,0
13-01-2025 13:15:26.119,0,0
13-01-2025 13:15:26.134,0,0
13-01-2025 13:15:26.134,0,0
