Time,Encoder1,Encoder2
13-01-2025 14:08:30.369,0,0
13-01-2025 14:08:30.379,0,0
13-01-2025 14:08:30.382,0,0
13-01-2025 14:08:30.382,0,0
13-01-2025 14:08:30.415,0,0
13-01-2025 14:08:30.416,0,0
13-01-2025 14:08:30.432,0,0
13-01-2025 14:08:30.432,0,0
13-01-2025 14:08:30.448,0,0
13-01-2025 14:08:30.448,0,0
13-01-2025 14:08:30.464,0,0
13-01-2025 14:08:30.466,0,0
13-01-2025 14:08:30.481,0,0
13-01-2025 14:08:30.482,0,0
13-01-2025 14:08:30.498,0,0
13-01-2025 14:08:30.498,0,0
13-01-2025 14:08:30.514,0,0
13-01-2025 14:08:30.514,0,0
13-01-2025 14:08:30.531,0,0
13-01-2025 14:08:30.531,0,0
13-01-2025 14:08:30.548,0,0
13-01-2025 14:08:30.548,0,0
13-01-2025 14:08:30.564,0,0
13-01-2025 14:08:30.565,0,0
13-01-2025 14:08:30.582,0,0
13-01-2025 14:08:30.582,0,0
13-01-2025 14:08:30.598,0,0
13-01-2025 14:08:30.598,0,0
13-01-2025 14:08:30.614,0,0
13-01-2025 14:08:30.615,0,0
13-01-2025 14:08:30.631,0,0
13-01-2025 14:08:30.631,0,0
13-01-2025 14:08:30.647,0,0
13-01-2025 14:08:30.648,0,0
13-01-2025 14:08:30.664,0,0
13-01-2025 14:08:30.664,0,0
13-01-2025 14:08:30.681,0,0
13-01-2025 14:08:30.681,0,0
13-01-2025 14:08:30.697,0,0
13-01-2025 14:08:30.698,0,0
13-01-2025 14:08:30.715,0,0
13-01-2025 14:08:30.715,0,0
13-01-2025 14:08:30.732,0,0
13-01-2025 14:08:30.733,0,0
13-01-2025 14:08:30.749,0,0
13-01-2025 14:08:30.749,0,0
13-01-2025 14:08:30.765,0,0
13-01-2025 14:08:30.765,0,0
13-01-2025 14:08:30.781,0,0
13-01-2025 14:08:30.781,0,0
13-01-2025 14:08:30.798,0,0
13-01-2025 14:08:30.798,0,0
13-01-2025 14:08:30.815,0,0
13-01-2025 14:08:30.816,0,0
13-01-2025 14:08:30.831,0,0
13-01-2025 14:08:30.831,0,0
13-01-2025 14:08:30.848,0,0
13-01-2025 14:08:30.848,0,0
13-01-2025 14:08:30.865,0,0
13-01-2025 14:08:30.865,0,0
13-01-2025 14:08:30.881,0,0
13-01-2025 14:08:30.881,0,0
13-01-2025 14:08:30.898,0,0
13-01-2025 14:08:30.898,0,0
13-01-2025 14:08:30.915,0,0
13-01-2025 14:08:30.915,0,0
13-01-2025 14:08:30.931,0,0
13-01-2025 14:08:30.931,0,0
13-01-2025 14:08:30.948,0,0
13-01-2025 14:08:30.948,0,0
13-01-2025 14:08:30.965,0,0
13-01-2025 14:08:30.965,0,0
13-01-2025 14:08:30.983,0,0
13-01-2025 14:08:30.983,0,0
13-01-2025 14:08:30.998,0,0
13-01-2025 14:08:30.998,0,0
13-01-2025 14:08:31.015,0,0
13-01-2025 14:08:31.015,0,0
13-01-2025 14:08:31.031,0,0
13-01-2025 14:08:31.031,0,0
13-01-2025 14:08:31.047,0,0
13-01-2025 14:08:31.048,0,0
13-01-2025 14:08:31.064,0,0
13-01-2025 14:08:31.064,0,0
13-01-2025 14:08:31.081,0,0
13-01-2025 14:08:31.081,0,0
13-01-2025 14:08:31.098,0,0
13-01-2025 14:08:31.098,0,0
13-01-2025 14:08:31.114,0,0
13-01-2025 14:08:31.114,0,0
13-01-2025 14:08:31.131,0,0
13-01-2025 14:08:31.131,0,0
13-01-2025 14:08:31.147,0,0
13-01-2025 14:08:31.148,0,0
13-01-2025 14:08:31.164,0,0
13-01-2025 14:08:31.165,0,0
13-01-2025 14:08:31.181,0,0
13-01-2025 14:08:31.181,0,0
13-01-2025 14:08:31.198,0,0
13-01-2025 14:08:31.198,0,0
13-01-2025 14:08:31.214,0,0
13-01-2025 14:08:31.214,0,0
13-01-2025 14:08:31.231,0,0
13-01-2025 14:08:31.231,0,0
13-01-2025 14:08:31.248,0,0
13-01-2025 14:08:31.249,0,0
13-01-2025 14:08:31.264,0,0
13-01-2025 14:08:31.264,0,0
13-01-2025 14:08:31.280,0,0
13-01-2025 14:08:31.280,0,0
13-01-2025 14:08:31.297,0,0
13-01-2025 14:08:31.297,0,0
13-01-2025 14:08:31.314,0,0
13-01-2025 14:08:31.314,0,0
13-01-2025 14:08:31.331,0,0
13-01-2025 14:08:31.331,0,0
13-01-2025 14:08:31.347,0,0
13-01-2025 14:08:31.347,0,0
13-01-2025 14:08:31.364,0,0
13-01-2025 14:08:31.364,0,0
13-01-2025 14:08:31.380,0,0
13-01-2025 14:08:31.381,0,0
13-01-2025 14:08:31.397,0,0
13-01-2025 14:08:31.397,0,0
13-01-2025 14:08:31.413,0,0
13-01-2025 14:08:31.414,0,0
13-01-2025 14:08:31.431,0,0
13-01-2025 14:08:31.431,0,0
13-01-2025 14:08:31.447,0,0
13-01-2025 14:08:31.448,0,0
13-01-2025 14:08:31.464,0,0
13-01-2025 14:08:31.464,0,0
13-01-2025 14:08:31.480,0,0
13-01-2025 14:08:31.481,0,0
13-01-2025 14:08:31.498,0,0
13-01-2025 14:08:31.498,0,0
13-01-2025 14:08:31.513,0,0
13-01-2025 14:08:31.515,0,0
13-01-2025 14:08:31.530,0,0
13-01-2025 14:08:31.530,0,0
13-01-2025 14:08:31.547,0,0
13-01-2025 14:08:31.547,0,0
13-01-2025 14:08:31.564,0,0
13-01-2025 14:08:31.564,0,0
13-01-2025 14:08:31.580,0,0
13-01-2025 14:08:31.581,0,0
13-01-2025 14:08:31.597,0,0
13-01-2025 14:08:31.597,0,0
13-01-2025 14:08:31.613,0,0
13-01-2025 14:08:31.614,0,0
13-01-2025 14:08:31.630,0,0
13-01-2025 14:08:31.630,0,0
13-01-2025 14:08:31.647,0,0
13-01-2025 14:08:31.647,0,0
13-01-2025 14:08:31.664,0,0
13-01-2025 14:08:31.664,0,0
13-01-2025 14:08:31.680,0,0
13-01-2025 14:08:31.681,0,0
13-01-2025 14:08:31.697,0,0
13-01-2025 14:08:31.697,0,0
13-01-2025 14:08:31.713,0,0
13-01-2025 14:08:31.714,0,0
13-01-2025 14:08:31.730,0,0
13-01-2025 14:08:31.731,0,0
13-01-2025 14:08:31.747,0,0
13-01-2025 14:08:31.747,0,0
13-01-2025 14:08:31.764,0,0
13-01-2025 14:08:31.764,0,0
13-01-2025 14:08:31.780,0,0
13-01-2025 14:08:31.781,0,0
13-01-2025 14:08:31.797,0,0
13-01-2025 14:08:31.797,0,0
13-01-2025 14:08:31.813,0,0
13-01-2025 14:08:31.814,0,0
13-01-2025 14:08:31.830,0,0
13-01-2025 14:08:31.830,0,0
13-01-2025 14:08:31.846,0,0
13-01-2025 14:08:31.846,0,0
13-01-2025 14:08:31.864,0,0
13-01-2025 14:08:31.864,0,0
13-01-2025 14:08:31.880,0,0
13-01-2025 14:08:31.880,0,0
13-01-2025 14:08:31.897,0,0
13-01-2025 14:08:31.897,0,0
13-01-2025 14:08:31.913,0,0
13-01-2025 14:08:31.913,0,0
13-01-2025 14:08:31.930,0,0
13-01-2025 14:08:31.930,0,0
13-01-2025 14:08:31.946,0,0
13-01-2025 14:08:31.947,0,0
13-01-2025 14:08:31.963,0,0
13-01-2025 14:08:31.963,0,0
13-01-2025 14:08:31.980,0,0
13-01-2025 14:08:31.981,0,0
13-01-2025 14:08:31.996,0,0
13-01-2025 14:08:31.997,0,0
13-01-2025 14:08:32.013,0,0
13-01-2025 14:08:32.013,0,0
13-01-2025 14:08:32.031,0,0
13-01-2025 14:08:32.032,0,0
13-01-2025 14:08:32.046,0,0
13-01-2025 14:08:32.047,0,0
13-01-2025 14:08:32.063,0,0
13-01-2025 14:08:32.063,0,0
13-01-2025 14:08:32.080,0,0
13-01-2025 14:08:32.080,0,0
13-01-2025 14:08:32.097,0,0
13-01-2025 14:08:32.097,0,0
13-01-2025 14:08:32.113,0,0
13-01-2025 14:08:32.113,0,0
13-01-2025 14:08:32.130,0,0
13-01-2025 14:08:32.130,0,0
13-01-2025 14:08:32.146,0,0
13-01-2025 14:08:32.147,0,0
13-01-2025 14:08:32.163,0,0
13-01-2025 14:08:32.163,0,0
13-01-2025 14:08:32.179,0,0
13-01-2025 14:08:32.180,0,0
13-01-2025 14:08:32.196,0,0
13-01-2025 14:08:32.196,0,0
13-01-2025 14:08:32.213,0,0
13-01-2025 14:08:32.213,0,0
13-01-2025 14:08:32.230,0,0
13-01-2025 14:08:32.230,0,0
13-01-2025 14:08:32.246,0,0
13-01-2025 14:08:32.247,0,0
13-01-2025 14:08:32.263,0,0
13-01-2025 14:08:32.263,0,0
13-01-2025 14:08:32.280,0,0
13-01-2025 14:08:32.280,0,0
13-01-2025 14:08:32.298,0,0
13-01-2025 14:08:32.298,0,0
13-01-2025 14:08:32.313,0,0
13-01-2025 14:08:32.313,0,0
13-01-2025 14:08:32.330,0,0
13-01-2025 14:08:32.330,0,0
13-01-2025 14:08:32.346,0,0
13-01-2025 14:08:32.347,0,0
13-01-2025 14:08:32.363,0,0
13-01-2025 14:08:32.363,0,0
13-01-2025 14:08:32.380,0,0
13-01-2025 14:08:32.380,0,0
13-01-2025 14:08:32.396,0,0
13-01-2025 14:08:32.398,0,0
13-01-2025 14:08:32.413,0,0
13-01-2025 14:08:32.413,0,0
13-01-2025 14:08:32.430,0,0
13-01-2025 14:08:32.430,0,0
13-01-2025 14:08:32.446,0,0
13-01-2025 14:08:32.447,0,0
13-01-2025 14:08:32.463,0,0
13-01-2025 14:08:32.463,0,0
13-01-2025 14:08:32.479,0,0
13-01-2025 14:08:32.480,0,0
13-01-2025 14:08:32.496,0,0
13-01-2025 14:08:32.496,0,0
13-01-2025 14:08:32.512,0,0
13-01-2025 14:08:32.513,0,0
13-01-2025 14:08:32.530,0,0
13-01-2025 14:08:32.530,0,0
13-01-2025 14:08:32.546,0,0
13-01-2025 14:08:32.547,0,0
13-01-2025 14:08:32.564,0,0
13-01-2025 14:08:32.564,0,0
13-01-2025 14:08:32.581,0,0
13-01-2025 14:08:32.581,0,0
13-01-2025 14:08:32.596,0,0
13-01-2025 14:08:32.596,0,0
13-01-2025 14:08:32.613,0,0
13-01-2025 14:08:32.613,0,0
13-01-2025 14:08:32.629,0,0
13-01-2025 14:08:32.629,0,0
13-01-2025 14:08:32.646,0,0
13-01-2025 14:08:32.646,0,0
13-01-2025 14:08:32.663,0,0
13-01-2025 14:08:32.663,0,0
13-01-2025 14:08:32.679,0,0
13-01-2025 14:08:32.679,0,0
13-01-2025 14:08:32.696,0,0
13-01-2025 14:08:32.696,0,0
13-01-2025 14:08:32.712,0,0
13-01-2025 14:08:32.713,0,0
13-01-2025 14:08:32.729,0,0
13-01-2025 14:08:32.729,0,0
13-01-2025 14:08:32.745,0,0
13-01-2025 14:08:32.746,0,0
13-01-2025 14:08:32.763,0,0
13-01-2025 14:08:32.763,0,0
13-01-2025 14:08:32.779,0,0
13-01-2025 14:08:32.779,0,0
13-01-2025 14:08:32.796,0,0
13-01-2025 14:08:32.796,0,0
13-01-2025 14:08:32.812,0,0
13-01-2025 14:08:32.813,0,0
13-01-2025 14:08:32.829,0,0
13-01-2025 14:08:32.829,0,0
13-01-2025 14:08:32.846,0,0
13-01-2025 14:08:32.846,0,0
13-01-2025 14:08:32.864,0,0
13-01-2025 14:08:32.864,0,0
13-01-2025 14:08:32.879,0,0
13-01-2025 14:08:32.880,0,0
13-01-2025 14:08:32.896,0,0
13-01-2025 14:08:32.896,0,0
13-01-2025 14:08:32.913,0,0
13-01-2025 14:08:32.913,0,0
13-01-2025 14:08:32.929,0,0
13-01-2025 14:08:32.930,0,0
13-01-2025 14:08:32.946,0,0
13-01-2025 14:08:32.946,0,0
13-01-2025 14:08:32.962,0,0
13-01-2025 14:08:32.962,0,0
13-01-2025 14:08:32.979,0,0
13-01-2025 14:08:32.979,0,0
13-01-2025 14:08:32.995,0,0
13-01-2025 14:08:32.996,0,0
13-01-2025 14:08:33.012,0,0
13-01-2025 14:08:33.012,0,0
13-01-2025 14:08:33.029,0,0
13-01-2025 14:08:33.029,0,0
13-01-2025 14:08:33.046,0,0
13-01-2025 14:08:33.046,0,0
13-01-2025 14:08:33.062,0,0
13-01-2025 14:08:33.062,0,0
13-01-2025 14:08:33.078,0,0
13-01-2025 14:08:33.079,0,0
13-01-2025 14:08:33.096,0,0
13-01-2025 14:08:33.096,0,0
13-01-2025 14:08:33.112,0,0
13-01-2025 14:08:33.112,0,0
13-01-2025 14:08:33.128,0,0
13-01-2025 14:08:33.129,0,0
13-01-2025 14:08:33.145,0,0
13-01-2025 14:08:33.145,0,0
13-01-2025 14:08:33.163,0,0
13-01-2025 14:08:33.163,0,0
13-01-2025 14:08:33.178,0,0
13-01-2025 14:08:33.179,0,0
13-01-2025 14:08:33.195,0,0
13-01-2025 14:08:33.195,0,0
13-01-2025 14:08:33.212,0,0
13-01-2025 14:08:33.213,0,0
13-01-2025 14:08:33.228,0,0
13-01-2025 14:08:33.228,0,0
13-01-2025 14:08:33.245,0,0
13-01-2025 14:08:33.245,0,0
13-01-2025 14:08:33.262,0,0
13-01-2025 14:08:33.262,0,0
13-01-2025 14:08:33.278,0,0
13-01-2025 14:08:33.278,0,0
13-01-2025 14:08:33.296,0,0
13-01-2025 14:08:33.296,0,0
13-01-2025 14:08:33.311,0,0
13-01-2025 14:08:33.312,0,0
13-01-2025 14:08:33.328,0,0
13-01-2025 14:08:33.328,0,0
13-01-2025 14:08:33.345,0,0
13-01-2025 14:08:33.345,0,0
13-01-2025 14:08:33.362,0,0
13-01-2025 14:08:33.362,0,0
13-01-2025 14:08:33.378,0,0
13-01-2025 14:08:33.379,0,0
13-01-2025 14:08:33.396,0,0
13-01-2025 14:08:33.396,0,0
13-01-2025 14:08:33.411,0,0
13-01-2025 14:08:33.413,0,0
13-01-2025 14:08:33.428,0,0
13-01-2025 14:08:33.428,0,0
13-01-2025 14:08:33.445,0,0
13-01-2025 14:08:33.445,0,0
13-01-2025 14:08:33.462,0,0
13-01-2025 14:08:33.463,0,0
13-01-2025 14:08:33.479,0,0
13-01-2025 14:08:33.479,0,0
13-01-2025 14:08:33.495,0,0
13-01-2025 14:08:33.495,0,0
13-01-2025 14:08:33.511,0,0
13-01-2025 14:08:33.511,0,0
13-01-2025 14:08:33.528,0,0
13-01-2025 14:08:33.528,0,0
13-01-2025 14:08:33.545,0,0
13-01-2025 14:08:33.545,0,0
13-01-2025 14:08:33.562,0,0
13-01-2025 14:08:33.562,0,0
13-01-2025 14:08:33.578,0,0
13-01-2025 14:08:33.579,0,0
13-01-2025 14:08:33.595,0,0
13-01-2025 14:08:33.595,0,0
13-01-2025 14:08:33.611,0,0
13-01-2025 14:08:33.612,0,0
13-01-2025 14:08:33.628,0,0
13-01-2025 14:08:33.628,0,0
13-01-2025 14:08:33.645,0,0
13-01-2025 14:08:33.646,0,0
13-01-2025 14:08:33.662,0,0
13-01-2025 14:08:33.662,0,0
13-01-2025 14:08:33.678,0,0
13-01-2025 14:08:33.679,0,0
13-01-2025 14:08:33.695,0,0
13-01-2025 14:08:33.695,0,0
13-01-2025 14:08:33.711,0,0
13-01-2025 14:08:33.712,0,0
13-01-2025 14:08:33.728,0,0
13-01-2025 14:08:33.728,0,0
13-01-2025 14:08:33.745,0,0
13-01-2025 14:08:33.745,0,0
13-01-2025 14:08:33.762,0,0
13-01-2025 14:08:33.762,0,0
13-01-2025 14:08:33.778,0,0
13-01-2025 14:08:33.778,0,0
13-01-2025 14:08:33.795,0,0
13-01-2025 14:08:33.795,0,0
13-01-2025 14:08:33.812,0,0
13-01-2025 14:08:33.812,0,0
13-01-2025 14:08:33.828,0,0
13-01-2025 14:08:33.828,0,0
13-01-2025 14:08:33.844,0,0
13-01-2025 14:08:33.845,0,0
13-01-2025 14:08:33.862,0,0
13-01-2025 14:08:33.862,0,0
13-01-2025 14:08:33.878,0,0
13-01-2025 14:08:33.879,0,0
13-01-2025 14:08:33.895,0,0
13-01-2025 14:08:33.895,0,0
13-01-2025 14:08:33.911,0,0
13-01-2025 14:08:33.912,0,0
13-01-2025 14:08:33.928,0,0
13-01-2025 14:08:33.928,0,0
13-01-2025 14:08:33.945,0,0
13-01-2025 14:08:33.945,0,0
13-01-2025 14:08:33.961,0,0
13-01-2025 14:08:33.961,0,0
13-01-2025 14:08:33.978,0,0
13-01-2025 14:08:33.978,0,0
13-01-2025 14:08:33.995,0,0
13-01-2025 14:08:33.995,0,0
