Time,PlayerX,PlayerY,HazardX,HazardY,GameState
2024-08-28 10:38:51.882,0,0,0,0,0
2024-08-28 10:38:51.886,0,-2.184,0,0,0
2024-08-28 10:38:51.893,0,-2.184,0,0,0
2024-08-28 10:38:51.894,0,-2.184,0,0,0
2024-08-28 10:38:51.896,0,-2.184,0,0,0
2024-08-28 10:38:51.896,0,-2.184,0,0,0
2024-08-28 10:38:51.897,0,-2.184,0,0,0
2024-08-28 10:38:51.901,0,-2.184,0,0,3
2024-08-28 10:38:51.902,0,-2.184,0,0,1
2024-08-28 10:38:51.943,0,0,0,-0.75,3
2024-08-28 10:38:51.944,0,0,0,-0.75,1
2024-08-28 10:38:51.954,-3.699399,-0.6671732,0,-0.75,0
2024-08-28 10:38:51.956,-3.699399,-0.6671732,0,-0.75,3
2024-08-28 10:38:51.957,-3.699399,-0.6671732,0,-0.75,1
2024-08-28 10:38:51.966,0,0,0,-0.35,3
2024-08-28 10:38:51.967,0,0,0,-0.35,1
2024-08-28 10:38:51.973,-3.699399,-0.6671732,0,-0.35,0
2024-08-28 10:38:51.974,-3.699399,-0.6671732,0,-0.35,3
2024-08-28 10:38:51.975,-3.699399,-0.6671732,0,-0.35,1
2024-08-28 10:38:51.982,0,0,0,0.04999995,3
2024-08-28 10:38:51.983,0,0,0,0.04999995,1
2024-08-28 10:38:51.989,0,0,0,0.04999995,3
2024-08-28 10:38:51.990,0,0,0,0.04999995,1
2024-08-28 10:38:51.996,0,0,0,0.04999995,3
2024-08-28 10:38:51.997,0,0,0,0.04999995,1
2024-08-28 10:38:52.003,0,0,0,0.04999995,3
2024-08-28 10:38:52.004,0,0,0,0.04999995,1
2024-08-28 10:38:52.010,-3.699399,-0.6671732,0,0.04999995,0
2024-08-28 10:38:52.011,-3.699399,-0.6671732,0,0.04999995,3
2024-08-28 10:38:52.012,-3.699399,-0.6671732,0,0.04999995,1
2024-08-28 10:38:52.019,0,0,0,0.4499999,3
2024-08-28 10:38:52.020,0,0,0,0.4499999,1
2024-08-28 10:38:52.026,0,0,0,0.4499999,3
2024-08-28 10:38:52.027,0,0,0,0.4499999,1
2024-08-28 10:38:52.033,0,0,0,0.4499999,3
2024-08-28 10:38:52.035,0,0,0,0.4499999,1
2024-08-28 10:38:52.040,-3.699399,-0.6671732,0,0.4499999,0
2024-08-28 10:38:52.042,-3.699399,-0.6671732,0,0.4499999,3
2024-08-28 10:38:52.042,-3.699399,-0.6671732,0,0.4499999,1
2024-08-28 10:38:52.049,0,0,0,0.8499999,3
2024-08-28 10:38:52.050,0,0,0,0.8499999,1
2024-08-28 10:38:52.056,0,0,0,0.8499999,3
2024-08-28 10:38:52.058,0,0,0,0.8499999,1
2024-08-28 10:38:52.063,0,0,0,0.8499999,3
2024-08-28 10:38:52.065,0,0,0,0.8499999,1
2024-08-28 10:38:52.070,0,0,0,0.8499999,3
2024-08-28 10:38:52.072,0,0,0,0.8499999,1
